created_at,full_text,username,tweet_url,value,value_link_source
Fri Jan 12 00:59:10 +0000 2024,"['milu', 'damai', 'ujar', 'benci', 'hoax', 'tni', 'panglimatni', 'tniprima', 'profesional', 'responsif', 'integratif', 'modern', 'adaptif', 'pemiludamai', 'stophoax', 'puspentni', 'https', 't', 'co', 'rfc3y0ikxi']",Puspen_TNI,https://twitter.com/Puspen_TNI/status/1745611341015241007,FAKTA,https://www.cnnindonesia.com/
Fri Jan 12 00:58:11 +0000 2024,"['jelajah', '1', 'yyyyooooyypo', 'kompastv', 'ironi', 'tsb', 'sbg', 'buka', 'kritik', 'substansi', 'realitas', 'sedia', 'rumdis', 'tni', 'hingga', 'kini']",nisma_mokhtar,https://twitter.com/nisma_mokhtar/status/1745611095426093167,HOAX,
Fri Jan 12 00:57:59 +0000 2024,"['mantap', 'manunggal', 'tni', 'rakyat', 'tni', 'tniprima', 'profesional', 'responsif', 'integratif', 'modern', 'adaptif', 'puspentni', 'https', 't', 'co', 'y1ekoydw3v']",GebangKoramil,https://twitter.com/GebangKoramil/status/1745611042397577306,FAKTA,https://nasional.kompas.com/read/2022/10/05/09574611/jokowi-pelihara-kemanunggalan-tni-dan-rakyat
Fri Jan 12 00:57:54 +0000 2024,"['tuju', 'ayo', 'tni', 'masa', 'kalah', 'polri', 'udah', 'punya', 'duluan', 'https', 't', 'co', 'rdsn2zw9lz']",MilitaryObs_ID,https://twitter.com/MilitaryObs_ID/status/1745611024026501584,HOAX,
Fri Jan 12 00:56:29 +0000 2024,"['ubinsteve', 'jelajah', '1', 'yyyyooooyypo', 'kompastv', 'ttg', 'tanah', 'yg', 'serah', 'negara', 'ada', 'upaya', 'yg', 'laku', 'sbg', 'menhan', 'utk', 'rumdis', 'tni', 'nah', 'tidak', 'ungkap', 'debat', 'apa', 'krn', 'faktor', 'usia', 'prabowo', 'tidak', 'sanggup', 'pikir', 'cepat', 'memang', 'yg', 'kerja', 'lama', 'hanya', 'jajar', 'di', 'bawah']",nisma_mokhtar,https://twitter.com/nisma_mokhtar/status/1745610666361360445,HOAX,https://www.detik.com/properti/berita/d-7132789/penjelasan-lahan-hgu-yang-disebut-prabowo-sudah-dikembalikan-ke-negara
Fri Jan 12 00:56:25 +0000 2024,"['koramil', '05', 'bantargebang', 'kodim', '0507', 'bekas', 'sama', 'tiga', 'pilar', 'laksana', 'karya', 'bakti', 'tni', 'bersih', 'taman', 'folder', 'air', 'mini', 'trotoar', 'jalan', 'rangka', 'antisipasi', 'banjir', 'tempat', 'jln', 'tuwoti', 'rt', '001', 'rw', '04', 'lurah', 'bantargebang', 'camat', 'bantargebang', 'kota', 'bekas', 'https', 't', 'co', 'shdhflhixx']",KodamJayakarta,https://twitter.com/KodamJayakarta/status/1745610651710669074,HOAX,
Fri Jan 12 00:56:12 +0000 2024,"['arekjackondo2', 'ricky', 'kch', 'sumpah', 'tni', 'abai', 'tanggung', 'jawab', 'lebih', 'kecil', 'aja', 'abai', 'yang', 'lebih', 'besar', 'koar', 'masalah', 'khianat', 'lagi', 'gak', 'malu', 'ya']",RaisMursal,https://twitter.com/RaisMursal/status/1745610597360963653,FAKTA,https://nasional.kompas.com/read/2018/10/11/17063251/tim-jokowi-sebut-prabowo-yang-mengkhianati-sumpah-prajurit
Fri Jan 12 00:55:53 +0000 2024,"['personel', 'tni', 'kodim', '1426', 'takalar', 'personel', 'polres', 'takalar', 'instansi', 'kait', 'masyarakat', 'laksana', 'giat', 'kerja', 'bakti', 'bersih', 'pasar', 'selokan', 'air', 'pasar', 'pattallassang', 'camat', 'pattallassang', 'kabupaten', 'takalar', 'kamis', '11', '1', '2024', 'https', 't', 'co', 'hxi7d2pltw']",takalar_kodim,https://twitter.com/takalar_kodim/status/1745610515689410997,HOAX,
Fri Jan 12 00:54:54 +0000 2024,"['capres', 'paling', 'peduli', 'tni', 'polisi', 'ganjarpranowo', 'kuliah', 'anak', 'bebas', 'biaya', 'ganjarmahfudsatset', 'ganjarmahfud2024', 'ganjarmahfudpilihanrakyat', 'ganjarmahfud2024', 'ganjar-mahfud', 'menang', 'remaja', 'bahrain', 'ancika1995', 'ganjar', 'hapus', 'hutang', 'prabowo', 'anies', 'baliho', 'jumatberkah', 'https', 't', 'co', '33uptkfpzu']",Proganjarsumbar,https://twitter.com/Proganjarsumbar/status/1745610268019925444,FAKTA,https://www.liputan6.com/
Fri Jan 12 00:53:48 +0000 2024,"['capres', 'paling', 'peduli', 'tni', 'polisi', 'ganjarpranowo', 'kuliah', 'anak', 'bebas', 'biaya', 'ganjarmahfudsatset', 'ganjarmahfud2024', 'ganjarmahfudpilihanrakyat', 'ganjarmahfud2024', 'ganjar-mahfud', 'menang', 'remaja', 'bahrain', 'ancika1995', 'ganjar', 'hapus', 'hutang', 'prabowo', 'anies', 'baliho', 'jumatberkah', 'https', 't', 'co', 'l6fwq4ijf0']",Aelya1870183265,https://twitter.com/Aelya1870183265/status/1745609989971202517,FAKTA,https://www.liputan6.com/
Fri Jan 12 00:53:22 +0000 2024,"['capres', 'paling', 'peduli', 'tni', 'polisi', 'ganjarpranowo', 'kuliah', 'anak', 'bebas', 'biaya', 'ganjarmahfudsatset', 'ganjarmahfud2024', 'ganjarmahfudpilihanrakyat', 'ganjarmahfud2024', 'ganjar-mahfud', 'menang', 'remaja', 'bahrain', 'ancika1995', 'ganjar', 'hapus', 'hutang', 'prabowo', 'anies', 'baliho', 'jumatberkah', 'https', 't', 'co', 'fmctmm77n6']",Beren009988197,https://twitter.com/Beren009988197/status/1745609884555784468,FAKTA,https://www.liputan6.com/
Fri Jan 12 00:53:18 +0000 2024,"['mau', 'serah', 'tanah', 'tni', 'kalo', 'dia', 'mau', 'gimana', 'mbak', 'padahal', 'sisi', 'positif', 'nanyain', 'gitu', 'pak', 'anies', 'peduli', 'nasib', 'tni', 'yg', 'tahan', 'negara', 'jamin', 'nyawa', 'nya', 'gak', 'dapet', 'fasilitas', 'yg', 'layak']",boladitangkis,https://twitter.com/boladitangkis/status/1745609863756157125,FAKTA,https://news.detik.com/berita/d-5357140/bamsoet-ada-275-ribu-tni-360-ribu-polri-belum-punya-rumah-layak
Fri Jan 12 00:51:43 +0000 2024,"['serigalahorny', 'dah', 'basi', 'sih', 'tp', 'gpp', 'iseng', 'aja', 'respon', 'usulin', 'undang', 'knalpot', 'masuk', 'ranah', 'tni']",SamsulThePrince,https://twitter.com/SamsulThePrince/status/1745609469000925577,HOAX,
Fri Jan 12 00:50:33 +0000 2024,"['tuh', 'dengar', 'dukung', '01', '03', 'anda', 'kalian', 'kalah', 'jangan', 'nuduh', '02', 'laku', 'curang', 'berapa', 'juta', 'keluarga', 'tni', 'yg', 'punya', 'hak', 'pilih', 'masuk', 'yg', 'anti', '01', '03', 'bom', 'yg', 'simpatik', 'tni', 'muak', 'gara2', 'tni', 'selalu', 'sudut', 'peristiwa', 'boyolali', 'https', 't', 'co', 'bmoms0ukzk']",AfriyaniMe44873,https://twitter.com/AfriyaniMe44873/status/1745609174183280975,HOAX,
Fri Jan 12 00:49:47 +0000 2024,"['mhn', 'bantu', 'puspen', 'tni', 'tni', 'ad', 'utk', 'ksh', 'tegur', 'supir', 'bus', 'mabes', 'ad', 'nopol', '3290-00', 'amp', 'no', 'bodi', '05', 'yg', 'sering', 'bahaya', 'kemudi', 'di', 'ruas', 'jln', 'cawang-kramat', 'raya', 'jkt', 'bus', 'sering', 'serobot', 'lampu', 'merah', 'amp', 'jalur', 'busway', 'tks']",tyogoendoelz,https://twitter.com/tyogoendoelz/status/1745608980016083088,HOAX,
Fri Jan 12 00:48:55 +0000 2024,"['paltiwest', 'knp', 'larang', 'uu', 'mang', 'ahok', 'tni']",mario_galle,https://twitter.com/mario_galle/status/1745608762097070198,FAKTA,https://www.liputan6.com/
Fri Jan 12 00:48:46 +0000 2024,"['panglima', 'kostrad', 'pangkostrad', 'letnan', 'jenderal', 'tni', 'muhammad', 'saleh', 'mustafa', 'direktur', 'utama', 'pt', 'sang', 'hyang', 'seri', 'adhi', 'cahyono', 'nugroho', 'laksana', 'bumndukungpangan', 'sanghyangseri', 'kolaborasishs', 'amp', 'pangkostrad', 'https', 't', 'co', 'cxd21edaau']",bumnpolmanhebat,https://twitter.com/bumnpolmanhebat/status/1745608725619253402,FAKTA,https://ptsanghyangseri.co.id/
Fri Jan 12 00:46:28 +0000 2024,"['rawa', 'menkeu', 'sri', 'mulyani', 'indonesia', 'jadi', 'bangkrut', 'akibat', 'ulah', 'si', 'eks', 'militer', 'pernah', 'pecat', 'tni', 'lewat', 'oditur', 'militer', 'tahun', '1999', 'bukti', 'laku', 'langgar', 'ham', 'berat']",FahruddinLie,https://twitter.com/FahruddinLie/status/1745608145559556458,HOAX,
Fri Jan 12 00:44:15 +0000 2024,"['fadjroel', 'modal', 'gede', 'dukung', 'lurah', 'asn', 'tni', 'polri', 'kpu', 'bawaslu', 'mk', 'menang', 'lah', 'https', 't', 'co', 'jjcnj0sagw']",Ebing27072016,https://twitter.com/Ebing27072016/status/1745607586991472871,HOAX,
Fri Jan 12 00:43:45 +0000 2024,"['tni', 'polri', 'https', 't', 'co', 'njylpkxper']",bagsdmreskotim,https://twitter.com/bagsdmreskotim/status/1745607462701654388,HOAX,
Fri Jan 12 00:43:43 +0000 2024,"['lebih', 'tni', 'tni', 'ungkap', 'baperan', 'sich']",syarifjogja,https://twitter.com/syarifjogja/status/1745607452387922184,FAKTA,https://www.cnnindonesia.com/
Fri Jan 12 00:43:31 +0000 2024,"['tvonenews', 'modal', 'gede', 'dukung', 'lurah', 'asn', 'tni', 'polri', 'kpu', 'bawaslu', 'mk', 'menang', 'lah', 'https', 't', 'co', 'rgmdewstbj']",Ebing27072016,https://twitter.com/Ebing27072016/status/1745607402471481787,HOAX,
Fri Jan 12 00:43:23 +0000 2024,"['kolaborasi', 'satlantas', 'pom', 'tni', 'tertib', 'kendara', 'knalpot', 'brong', 'manokwari', 'https', 't', 'co', '5zqalxcuak', 'ntmc', 'polri', 'korlantas', 'spripim', 'polri', 'spripim', 'poldapapuabarat', 'humaspolrestamanokwari', 'humaspoldapapuabarat', 'ditlantaspapuabarat', 'irsmm', 'korlantas', 'kabar', 'manokwari', 'https', 't', 'co', 'bicylvgqwm']",Satlantasresmkw,https://twitter.com/Satlantasresmkw/status/1745607369059692925,HOAX,
Fri Jan 12 00:42:33 +0000 2024,"['blantik', 'pedhet2', 'modal', 'gede', 'dukung', 'lurah', 'asn', 'tni', 'polri', 'kpu', 'bawaslu', 'mk', 'menang', 'lah', 'https', 't', 'co', '8bchjkokwh']",Ebing27072016,https://twitter.com/Ebing27072016/status/1745607161139675147,HOAX,
Fri Jan 12 00:41:05 +0000 2024,"['bunga', 'jykesuma', 'serigalahorny', 'gibran', 'tweet', 'g', 'mana', 'orang', 'percaya', 'oceh', 'lo', 'pagi', 'tempe', 'sore', 'dele', 'masa', 'tweet', 'lo', 'nya', 'lo', 'bantah', 'sendiri', 'kata', 'tuh', 'orang', 'yg', 'gebukin', 'tni', 'mabok', 'ciu', 'sekarang', 'lagi', 'g', 'mana', 'mau', 'konsisten', 'dg', 'sikap', 'dg', 'ucap', 'sendiri', 'aja', 'lo', 'ngga', 'konsisten', 'udah', 'minum', 'air', 'putih', 'mba', 'https', 't', 'co', 'gqfg7jqi8o']",akbar2913018658,https://twitter.com/akbar2913018658/status/1745606789226512414,HOAX,
Fri Jan 12 00:40:05 +0000 2024,"['danyonkav', '8', 'kostrad', 'tekan', 'netralitas', 'prajurit', 'tni', 'milu', '2024', 'https', 't', 'co', 'sidzzrbsis', 'tniad', 'kostrad', 'cakra', 'kostradberbagi', 'kostradhadiruntukrakyat', 'tniadmengabdidanmembangunbersamarakyat', 'penkostrad', 'https', 't', 'co', '9dhgvzhex4']",Cakra_Kostrad,https://twitter.com/Cakra_Kostrad/status/1745606539581571510,FAKTA,https://nasional.kompas.com/read/2024/03/08/11420931/puspom-tni-klaim-tidak-ada-prajurit-yang-langgar-netralitas-selama-pemilu?_ga=2.26558717.1184489851.1710862914-789298195.1710419015
Fri Jan 12 00:39:52 +0000 2024,"['komandan', 'komando', 'pelihara', 'materiel', 'tni', 'angkat', 'udara', 'dankoharmatau', 'marsekal', 'muda', 'tni', 'oki', 'yanuar', 's', 't', 'damping', 'ketua', 'pia', 'ardhya', 'garini', 'gabung', 'koharmatau', 'ny', 'rina', 'oki', 'yanuar', 'hadir', 'upacara', 'serah', 'terima', 'jabat', 'danseskoau', 'tempat', 'kampus', 'seskoau', 'lembang', 'https', 't', 'co', 'ureslzck50']",koharmatau,https://twitter.com/koharmatau/status/1745606486410375178,HOAX,
Fri Jan 12 00:38:21 +0000 2024,"['mulanbilqis', 'gimana', 'nih', 'makin', 'ga', 'jelas', 'puspen', 'tni']",ramden0810,https://twitter.com/ramden0810/status/1745606102165880982,HOAX,
Fri Jan 12 00:36:15 +0000 2024,"['tni', '-', 'polri', 'hadir', 'tengah', 'masyarakat', 'bimaharmonis', 'https', 't', 'co', 'tjiobydwln']",PolresBima00,https://twitter.com/PolresBima00/status/1745605572978934102,HOAX,
Fri Jan 12 00:36:11 +0000 2024,"['pangkostrad', 'damping', 'panglima', 'tni', 'ecek', 'lengkap', 'operasi', 'negeri', '2024', 'https', 't', 'co', 'jbriu7fphm', 'tniad', 'kostrad', 'cakra', 'kostradberbagi', 'kostradhadiruntukrakyat', 'tniadmengabdidanmembangunbersamarakyat', 'penkostrad', 'https', 't', 'co', '0vruw1luer']",Cakra_Kostrad,https://twitter.com/Cakra_Kostrad/status/1745605556570865753,HOAX,
Fri Jan 12 00:35:53 +0000 2024,"['di', 'rs', 'au', 'dr', 'siswanto', 'kan', 'belah', 'bu', 'seragam', 'tni', 'wallpaper', 'hpnya', 'taekook', 'aku', 'kaget']",sugasugababy94,https://twitter.com/sugasugababy94/status/1745605480842711336,HOAX,
Fri Jan 12 00:32:47 +0000 2024,"['cek', 'total', 'politik', 'td', 'malem', 'soal', 'netralitas', 'tni', 'deh', 'yakin', 'keluarga', 'tni', 'ga', 'bakal', 'pilih', '03']",neniysur,https://twitter.com/neniysur/status/1745604704191844467,FAKTA,https://news.detik.com/berita/d-4002210/menhan-tni-netral-tapi-boleh-beri-pilihan-keluarga-di-pemilu
Fri Jan 12 00:32:27 +0000 2024,"['akbar2913018658', 'serigalahorny', 'gibran', 'tweet', 'mau', 'mabok', 'ciu', 'kek', 'mau', 'kagak', 'kek', 'salah', 'preman', 'adalah', 'geber2', 'knalpot', 'brongnya', 'depan', 'markas', 'tni', 'iblis', 'aja', 'mikir2', 'buat']",Bunga_JyKesuma,https://twitter.com/Bunga_JyKesuma/status/1745604617004794112,HOAX,
Fri Jan 12 00:30:34 +0000 2024,"['yradianto', 'pilpres', 'mahal', 'prabowo', 'harus', 'kontrol', 'semua', 'hasil', 'survey', 'bayangin', 'kalo', 'kali', 'dia', 'kalah', 'lagi', 'ngamuknya', 'ga', 'abis2', 'langgar', 'ham', 'berat', 'pecat', 'tni', 'akrab', 'manfaat', 'radikal', 'sangat', 'bahaya', 'buat', 'nkri']",albertboseke,https://twitter.com/albertboseke/status/1745604142738047266,HOAX,
Fri Jan 12 00:29:24 +0000 2024,"['jaga', 'netralitas', 'tni', 'kesiapsiagaan', 'jelang', 'milu', '2024', 'kodim', '1423', 'soppeng', 'gelar', 'apel', 'pasu', 'https', 't', 'co', '0bu5n3snyl', 'https', 't', 'co', 'qzslilagmz']",KabartujuhsatuN,https://twitter.com/KabartujuhsatuN/status/1745603849854021678,FAKTA,https://nasional.kompas.com/read/2024/03/08/11420931/puspom-tni-klaim-tidak-ada-prajurit-yang-langgar-netralitas-selama-pemilu
Fri Jan 12 00:29:10 +0000 2024,"['polresta', 'manokwari', 'gandeng', 'pom', 'tni', 'gelar', 'razia', 'tertib', 'knalpot', 'racing', 'https', 't', 'co', 'brckn2byqe', 'ntmc', 'polri', 'korlantas', 'spripim', 'polri', 'spripim', 'poldapapuabarat', 'humaspolrestamanokwari', 'humaspoldapapuabarat', 'ditlantaspapuabarat', 'irsmm', 'korlantas', 'kabar', 'manokwari', 'https', 't', 'co', 's0n0l2dvoa']",Satlantasresmkw,https://twitter.com/Satlantasresmkw/status/1745603792153038852,HOAX,
Fri Jan 12 00:28:31 +0000 2024,"['conandoylenat', 'soundofyogi', 'justru', 'dari', 'sekarang', 'masyarakat', 'ngompor2in', 'tni', 'bisa', 'kudeta', 'kalo', 'nepo', 'baby', 'jadi']",Mozze_Mozze,https://twitter.com/Mozze_Mozze/status/1745603628923318759,HOAX,
Fri Jan 12 00:27:52 +0000 2024,"['kingaftur', 'smilefa32665333', 'berangberang78', 'nibapakloe', 'kemhan', 'ri', 'prabowo', 'tnial', 'puspen', 'tni', 'partaisocmed', 'yusuf', 'dumdum', 'tempodotco', 'kumpar', 'kalo', 'nyimak', 'bener', 'cerita', 'kontrak', 'senjata', 'harga', '800', 'dimarkup', '10800', 'di', 'meja', 'pak', 'prabowo', 'beliau', 'sadar', 'jadi', 'putus', 'gagal', 'kontrak']",GabrianYosia,https://twitter.com/GabrianYosia/status/1745603466695971154,FAKTA,https://nasional.kompas.com/read/2023/11/15/20174861/adik-prabowo-cerita-ada-upaya-dugaan-korupsi-di-kemenhan-1-senjata-800?jxrecoid=fab60b69-3dc1-432f-85d2-e371adfe9a21~mix_kompas&source=widgetML&engine=V
Fri Jan 12 00:27:16 +0000 2024,"['puspen', 'tni', 'divhumas', 'polri', 'siapa', 'yg', 'perlu', 'lindung']",tejapurwadi,https://twitter.com/tejapurwadi/status/1745603312534311259,HOAX,
Fri Jan 12 00:26:14 +0000 2024,"['airindatanglagi', 'sbg', 'rakyat', 'punya', 'hak', 'utk', 'tanya', 'klarifikasi', 'tniau', 'puspen', 'tni', 'tni', 'ad', 'tnial', 'kpu']",2325Woman,https://twitter.com/2325Woman/status/1745603053531889988,HOAX,CNN Indonesia
Fri Jan 12 00:26:06 +0000 2024,"['akbar2913018658', 'serigalahorny', 'gibran', 'tweet', 'sorry', 'ye', 'turun', 'gue', 'mah', 'gk', 'yg', 'brengsek', 'ky', 'mereka', 'mabok', 'ciu', 'geber2', 'motor', 'depan', 'markas', 'tni', 'coba', 'sini', 'lu', 'geber2', 'knalpot', 'brong', 'depan', 'rumah', 'gue', 'gue', 'sambit', 'sm', 'batu', 'bata', 'kepala', 'lu', 'biar', 'pecah', 'sekali', 'dangkal', 'banget', 'otak', 'lu']",Bunga_JyKesuma,https://twitter.com/Bunga_JyKesuma/status/1745603020531040415,HOAX,https://www.liputan6.com/
Fri Jan 12 00:24:42 +0000 2024,"['tuk', 'teman2', 'yg', 'profesi', 'sbagai', 'asn', 'tni', 'polri', 'kudu', 'wajib', 'netral', 'jangan', 'ciderai', 'netralitas', 'milu', '2024', 'dukung', 'dn', 'kawal', 'milu', '2024', 'jalan', 'demokratis', 'viralvideo', 'kadin', 'kelas', '11', 'xavi', 'yen', 'bandung', 'pramuka', 'saddil', 'belia', 'baliho', 'https', 't', 'co', 'isiehee84y']",coema_coemi,https://twitter.com/coema_coemi/status/1745602669753069983,FAKTA,https://nasional.kompas.com/read/2024/03/08/11420931/puspom-tni-klaim-tidak-ada-prajurit-yang-langgar-netralitas-selama-pemilu
Fri Jan 12 00:23:41 +0000 2024,"['partaimedsos45', 'sby', 'bekas', 'tni', 'ga', 'gitu', 'tri', 'sutrisno', 'bekas', 'tni', 'ga', 'gitu', 'sutiyoso', 'bekas', 'tni', 'ga', 'gitu', 'banyak', 'bekas', 'tni', 'jg', 'ga', 'gitu', 'kurang', 'tanya', 'naaooollll', 'yg', 'mantu', 'tni']",Angkoters2,https://twitter.com/Angkoters2/status/1745602413531398169,FAKTA,https://nasional.kompas.com/
Fri Jan 12 00:23:21 +0000 2024,"['arsipaja', 'diri', 'kan', 'cuma', 'pintar', 'culik', 'bunuh', 'aktivis', 'dgn', 'kuasa', 'mu', 'itu', 'skrg', 'kau', 'orang', 'bodoh', 'pecat', 'anggota', 'tni', 'kopasus', 'ingat', 'proses', 'culi', 'mu', 'blm', 'di', 'buka', 'nanti', 'anies', 'presiden', 'kau', 'di', 'tuntut']",MocangTian,https://twitter.com/MocangTian/status/1745602329108488420,HOAX,
Fri Jan 12 00:19:40 +0000 2024,"['fadlizon', 'dima', 'lataknyo', 'leceh', 'tni', 'realitas', 'memang', 'segitu', 'nilai', 'kemenham', 'jangan', 'panas', 'tni', 'diadu2', 'dg', 'capres2', 'dulu', 'ambo', 'kagum', 'bang', 'fadlizon', 'krn', 'kritis', 'ide']",zeng_laz,https://twitter.com/zeng_laz/status/1745601400334340481,HOAX,https://news.detik.com/
Fri Jan 12 00:18:13 +0000 2024,"['kegblgnunfaedh', 'tetangga', 'gue', 'yg', 'bgr', 'yg', 'begini', 'laku', 'nya', 'syirik', 'ama', 'tetangga', 'orang', 'kaya', 'gin', 'mediasi', 'sama', 'tni', 'lgsg', 'minimal', 'lelepin', 'pala', 'nya', 'bak', 'yg', 'dalem', 'trus', 'di', 'isiin', 'aer', 'besok', 'udh', 'ga', 'berani']",nabilfrhn,https://twitter.com/nabilfrhn/status/1745601035815858335,HOAX,
Fri Jan 12 00:17:21 +0000 2024,"['bospurwa', 'jangan', 'tni', 'guru', 'sudah', 'nabung', 'tapera', 'taperum', 'mau', 'kridit', 'rumah', 'sulit', 'telah', 'pensiun', 'tabung', 'rumah', 'di', 'ambil', 'itu', 'sulit', 'hal2yg', 'kayak', 'gin', 'perlu', 'ubah', 'masalah', 'data', 'salah', 'selisih', 'itu', 'penting', 'jawab', 'aja', 'beri', 'hak']",AnangKhosim,https://twitter.com/AnangKhosim/status/1745600820346040665,HOAX,https://www.detik.com/jateng/bisnis/d-7131757/klaim-anies-separuh-tni-tak-punya-rumah-berikut-data-kemenhan
Fri Jan 12 00:16:54 +0000 2024,"['lari', 'malah', 'ketemu', 'kenal', 'tni', 'semangat', 'tugas']",mapzoll055,https://twitter.com/mapzoll055/status/1745600703870140735,HOAX,
Fri Jan 12 00:16:40 +0000 2024,"['gea', 'asa', 'sutisnamuh59331', 'ekowboy2', 'pretttt', 'dung', 'prett', 'sama', 'pak', 'habibie', 'aja', 'ngebentak', 'ngatain', 'naif', 'cabut', 'dr', 'tni', 'tidak', 'hormat', 'kasus', 'ga', 'diselesaikan2', 'adil', 'militer', 'ham', 'mana', 'ada', 'bijaksana', 'ko', 'ngomong', 'goblok', 'tolol', 'ndasmu', 'waaah', 'bijaksana', 'sekali', 'tutur', 'kata', 'perilaku', 'mikir']",MindSpeakLouder,https://twitter.com/MindSpeakLouder/status/1745600647431651701,HOAX,https://www.cnnindonesia.com/nasional/20240228070323-20-1068072/tni-prabowo-diberhentikan-dengan-hormat-tak-ada-kata-pemecatan
Fri Jan 12 00:16:13 +0000 2024,"['razia', 'gabung', 'tni', 'polri', 'tertib', 'knalpot', 'racing', 'hasil', 'tindak', '7', 'kendara', 'https', 't', 'co', 'zdksy3siho', 'ntmc', 'polri', 'korlantas', 'spripim', 'polri', 'spripim', 'poldapapuabarat', 'humaspolrestamanokwari', 'humaspoldapapuabarat', 'ditlantaspapuabarat', 'irsmm', 'korlantas', 'kabar', 'manokwari', 'https', 't', 'co', 'edjmdgkwuv']",Satlantasresmkw,https://twitter.com/Satlantasresmkw/status/1745600532218335564,HOAX,
Fri Jan 12 00:15:42 +0000 2024,"['milu', 'damai', 'ujar', 'benci', 'hoax', 'puspentni', 'tni', 'angkat', 'darat', 'dispenad', 'suaradiponegoro', 'pendam', '4', 'diponegoro', 'diponegoroprajurit', 'kodam', 'diponegoro', 'korem074wrt', 'solo', 'pen', 'surakarta', 'kodim0735surakarta', 'pendimsurakarta', 'jurnalmiliter', 'https', 't', 'co', 'op9adg6lx7']",Koramil03seren1,https://twitter.com/Koramil03seren1/status/1745600402685579429,FAKTA,https://www.liputan6.com/
Fri Jan 12 00:15:09 +0000 2024,"['jangan', 'beri', 'ruang', 'para', 'separatis', 'bumi', 'papua', 'tni', 'polri', 'bs', 'tumpas', 'kst', 'papua', 'akar', 'cepat', 'aman', 'dn', 'selamat', 'warga', 'papua', 'kawalotsusuntukoap', 'viralvideo', 'kadin', 'kelas', '11', 'remaja', 'baliho', 'https', 't', 'co', 'pnpxfrapmy']",coema_coemi,https://twitter.com/coema_coemi/status/1745600264831479862,FAKTA,https://news.detik.com/
Fri Jan 12 00:13:31 +0000 2024,"['sasar', 'guna', 'knalpot', 'brong', 'polresta', 'manokwari', 'gandeng', 'pom', 'tni', 'https', 't', 'co', 'qn2exjvjkt', 'ntmc', 'polri', 'korlantas', 'spripim', 'polri', 'spripim', 'poldapapuabarat', 'humaspolrestamanokwari', 'humaspoldapapuabarat', 'ditlantaspapuabarat', 'irsmm', 'korlantas', 'kabar', 'manokwari', 'https', 't', 'co', 'lsvnnfm3wl']",Satlantasresmkw,https://twitter.com/Satlantasresmkw/status/1745599851944116404,HOAX,
Fri Jan 12 00:12:43 +0000 2024,"['arinayasmine08', '99propaganda', 'bank', 'joee', 'bengkeldodo', 'aditbandit234', 'ejaferdiansyah', 'firdasyeban', 'florieliciouss', 'g0mb4k', 'ndons', 'back', 'kimberley', '2024', 'emng', 'culik', 'aktif', 'pecat', 'dr', 'tni', 'tetap', 'mantap', 'pilih', 'dia', 'urus', 'elloe', 'mah', 'ogah', 'banget', 'najiss']",venoeslipo,https://twitter.com/venoeslipo/status/1745599652869877834,HOAX,https://nasional.kompas.com/read/2023/05/04/09272871/prabowo-dalang-penculikan-aktivis-98-begini-penjelasan-fadli-zon#
Fri Jan 12 00:12:31 +0000 2024,"['malaikatampan', 'kitabersatu15', 'detikcom', 'detiksumut', 'bener', 'bang', 'kira', 'tni', 'gapunya', 'nelantarin', 'anggota', 'kan']",FadhilLorenzo,https://twitter.com/FadhilLorenzo/status/1745599603209347295,FAKTA,https://www.detik.com/sumut/berita/d-7130820/anies-sebut-lebih-dari-separuh-prajurit-tni-tak-punya-rumah-ini-kata-mabes
Fri Jan 12 00:12:19 +0000 2024,"['ramzzzkn86814', 'chavesz08', 'taslim90739830', 'aniesbaswedan', 'tnial', 'wkwkwkwk', 'nanyain', 'tugas', 'malah', 'kira', 'nyalahin', 'tan', 'gw', 'tanya', 'tugas', 'menhan', 'ngapain', 'kan', 'yg', 'kesana', 'kemari', 'tadi', 'elu', 'bang', 'segala', 'elu', 'blg', 'tni', 'al', 'ga', 'banyak', 'trs', 'rakyat', 'udah', 'bayar', 'pajak', 'yg', 'kudu', 'ngurusin', 'tadi', 'elu', 'blg', 'al', 'ga', 'banyak', 'sekarang', 'elu', 'ngakuin', 'kapal', 'patroli', 'byk']",IndahSariCeria1,https://twitter.com/IndahSariCeria1/status/1745599553494262228,HOAX,
Fri Jan 12 00:10:32 +0000 2024,"['sinergi', 'tni', 'polri', 'gelar', 'aksi', 'bersih', 'jum', 'at', 'curhat', 'kamtibmas', 'https', 't', 'co', 'ijycyk8nwr']",DekkengaO,https://twitter.com/DekkengaO/status/1745599101520265678,HOAX,
Fri Jan 12 00:09:28 +0000 2024,"['tni', 'daya', 'nilai', '0', '1', '5', 'nilai', 'capres', 'ganjar', 'anies', 'rakyat', 'tak', 'rela', 'tni', 'rendah', 'lihat', 'video', 'blimbing', 'sayur', 'tiktok', 'https', 't', 'co', 'whnsiwtko7']",ZkiTommy,https://twitter.com/ZkiTommy/status/1745598835320348819,FAKTA,https://news.detik.com/
Fri Jan 12 00:04:25 +0000 2024,"['narkosun', 'blm', 'cerita', 'masalah', 'anggar', 'tni', 'ribut', 'jenderal', 'ahmad', 'yani']",bnyo,https://twitter.com/bnyo/status/1745597565620666582,HOAX,
